experiment,dataset,state,metric,direction,model,n,mean,std,sk_group
hmda_race,hmda,PA,auc,higher,blind,10,0.8516860584947783,0.002190192174212651,1
hmda_race,hmda,PA,auc,higher,adv,10,0.8507757715108468,0.0036730417398268445,1
hmda_race,hmda,PA,auc,higher,score_only,10,0.8470116463416879,0.003921912929424002,2
hmda_race,hmda,PA,auc,higher,repair_main0,10,0.8485241884449679,0.0034030753215889245,2
hmda_race,hmda,PA,auc,higher,repair_main05,10,0.8446741619291419,0.0035960718474990455,3
hmda_race,hmda,PA,auc,higher,no_interaction,10,0.8452178118894809,0.0039346864924841105,3
hmda_race,hmda,PA,auc,higher,reweight,10,0.8413030594911307,0.0030334178136376642,4
hmda_race,hmda,PA,auc,higher,wrong_spec,10,0.8416027435381183,0.0034815717964255103,4
hmda_race,hmda,PA,auc,higher,fairsmote,10,0.8350871656000631,0.0031852515135354174,5
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,repair_main0,10,0.08721328265964985,0.029253019745980543,1
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,repair_main05,10,0.08881030529737473,0.034284418677321314,1
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,erm,10,0.6085955172777175,0.19974327534468858,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,blind,10,0.5353709369897842,0.18940143427598324,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,reweight,10,0.6243275463581085,0.20573993532499227,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,adv,10,0.5958397120237351,0.207436599250187,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,score_only,10,0.5655023962259292,0.11626310324790892,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,no_interaction,10,0.4810201168060303,0.12721617612896158,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,wrong_spec,10,1.043544089794159,0.2752091381452908,3
hmda_race,hmda,PA,boundary_proxy_effect_gap_max,lower,fairsmote,10,0.9244712769985199,0.14396093097800872,3
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,repair_main0,10,0.0454019770026207,0.01308498971122275,1
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,repair_main05,10,0.04455884341150522,0.012220475622820604,1
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,blind,10,0.2502422288060188,0.05951685399420868,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,reweight,10,0.27186459451913836,0.057214152085345346,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,score_only,10,0.2666501224040985,0.04772506001466708,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,no_interaction,10,0.24255407601594925,0.04342302919220281,2
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,erm,10,0.3165383845567703,0.09285626364209769,3
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,adv,10,0.28522344678640366,0.07328859331044256,3
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,fairsmote,10,0.43104668855667116,0.0496519725123252,4
hmda_race,hmda,PA,boundary_proxy_effect_gap_mean,lower,wrong_spec,10,0.6936192810535431,0.12590128541102574,5
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,reweight,10,0.035392812173813584,0.013410353663279298,1
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,adv,10,0.03339789705350995,0.022982372833413055,1
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,score_only,10,0.03563673389144242,0.017700176757659315,1
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,repair_main0,10,0.03954609464854002,0.01157948071957935,1
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,fairsmote,10,0.041914693103171884,0.03529149219290007,1
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,erm,10,0.04396550394594669,0.02953894283635201,2
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,blind,10,0.04804521445184946,0.024681435937093956,2
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,repair_main05,10,0.054608363285660745,0.027413668945002325,2
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,no_interaction,10,0.04968246333301067,0.02807905461387325,2
hmda_race,hmda,PA,boundary_proxy_score_gap_cond_mean,lower,wrong_spec,10,0.1653973774984479,0.03423784760657771,3
hmda_race,hmda,PA,cf_abs_prob_mean,lower,repair_main05,10,0.0005761347943916917,0.000282597659385997,1
hmda_race,hmda,PA,cf_abs_prob_mean,lower,repair_main0,10,0.009948295122012497,0.004109753098046082,2
hmda_race,hmda,PA,cf_abs_prob_mean,lower,score_only,10,0.029935548081994057,0.003655522710440152,3
hmda_race,hmda,PA,cf_abs_prob_mean,lower,no_interaction,10,0.030277331732213496,0.0021045534942597996,3
hmda_race,hmda,PA,cf_abs_prob_mean,lower,adv,10,0.05941426753997803,0.013712037139550468,4
hmda_race,hmda,PA,cf_abs_prob_mean,lower,erm,10,0.08121747598052025,0.006013469807484159,5
hmda_race,hmda,PA,cf_abs_prob_mean,lower,reweight,10,0.07372520975768566,0.020387973180942407,5
hmda_race,hmda,PA,cf_abs_prob_mean,lower,fairsmote,10,0.09060827791690826,0.008801375626612953,6
hmda_race,hmda,PA,cf_abs_prob_mean,lower,wrong_spec,10,0.12826906219124795,0.028674258891208334,7
hmda_race,hmda,PA,cf_flip_rate,lower,repair_main05,10,0.00042724609375,0.0003058531978021832,1
hmda_race,hmda,PA,cf_flip_rate,lower,repair_main0,10,0.00576171875,0.0026581571626235986,2
hmda_race,hmda,PA,cf_flip_rate,lower,score_only,10,0.02332763671875,0.00484278912054628,3
hmda_race,hmda,PA,cf_flip_rate,lower,no_interaction,10,0.0229248046875,0.002713026235761443,3
hmda_race,hmda,PA,cf_flip_rate,lower,erm,10,0.05806884765625,0.006330953941607356,4
hmda_race,hmda,PA,cf_flip_rate,lower,adv,10,0.04986572265625,0.012751430798949583,4
hmda_race,hmda,PA,cf_flip_rate,lower,reweight,10,0.06995849609375,0.013066206396602232,5
hmda_race,hmda,PA,cf_flip_rate,lower,fairsmote,10,0.104150390625,0.015798118313473306,6
hmda_race,hmda,PA,cf_flip_rate,lower,wrong_spec,10,0.1374755859375,0.034541647042520836,7
hmda_race,hmda,PA,dp_gap,lower,repair_main05,10,0.08097203373908997,0.004267029990455465,1
hmda_race,hmda,PA,dp_gap,lower,no_interaction,10,0.07670964002609253,0.009012465151638595,1
hmda_race,hmda,PA,dp_gap,lower,repair_main0,10,0.08696265816688538,0.009644546538468102,2
hmda_race,hmda,PA,dp_gap,lower,fairsmote,10,0.09250161051750183,0.020068217790910992,2
hmda_race,hmda,PA,dp_gap,lower,reweight,10,0.1136608064174652,0.01568121030013749,3
hmda_race,hmda,PA,dp_gap,lower,score_only,10,0.12097961902618408,0.020520296344906187,3
hmda_race,hmda,PA,dp_gap,lower,blind,10,0.15511389970779418,0.01207786652074097,4
hmda_race,hmda,PA,dp_gap,lower,erm,10,0.19475930333137512,0.019062567473455076,5
hmda_race,hmda,PA,dp_gap,lower,adv,10,0.1846252202987671,0.029610282485029945,5
hmda_race,hmda,PA,dp_gap,lower,wrong_spec,10,0.34266300201416017,0.03686789145704653,6
hmda_race,hmda,PA,eod_gap,lower,repair_main0,10,0.003741246583663027,0.002757703447659137,1
hmda_race,hmda,PA,eod_gap,lower,repair_main05,10,0.0020835483944708576,0.0018924864969926947,1
hmda_race,hmda,PA,eod_gap,lower,no_interaction,10,0.0031690169066050156,0.0023947441607542605,1
hmda_race,hmda,PA,eod_gap,lower,reweight,10,0.013576332289286142,0.0129657599815529,2
hmda_race,hmda,PA,eod_gap,lower,score_only,10,0.020670755674166597,0.011450695411486392,2
hmda_race,hmda,PA,eod_gap,lower,fairsmote,10,0.015185116390300957,0.015793468045075806,2
hmda_race,hmda,PA,eod_gap,lower,blind,10,0.04246340536342811,0.009696170066875493,3
hmda_race,hmda,PA,eod_gap,lower,erm,10,0.07323059819990008,0.015437993153045776,4
hmda_race,hmda,PA,eod_gap,lower,adv,10,0.06650960516950058,0.029702735512102868,4
hmda_race,hmda,PA,eod_gap,lower,wrong_spec,10,0.220420428674806,0.04457840911467468,5
hmda_race,hmda,PA,eodds_max_gap,lower,repair_main05,10,0.01193663095376608,0.011757444749992843,1
hmda_race,hmda,PA,eodds_max_gap,lower,no_interaction,10,0.014221196179818252,0.007934221242153277,1
hmda_race,hmda,PA,eodds_max_gap,lower,reweight,10,0.023374005812380604,0.016452918226066846,2
hmda_race,hmda,PA,eodds_max_gap,lower,repair_main0,10,0.02260862376205295,0.012274167638333862,2
hmda_race,hmda,PA,eodds_max_gap,lower,fairsmote,10,0.019480224505523495,0.013768327765824604,2
hmda_race,hmda,PA,eodds_max_gap,lower,score_only,10,0.06864740026402061,0.028321878953892668,3
hmda_race,hmda,PA,eodds_max_gap,lower,blind,10,0.11532302030990083,0.020578244408953644,4
hmda_race,hmda,PA,eodds_max_gap,lower,erm,10,0.16973968174533435,0.026847388827327377,5
hmda_race,hmda,PA,eodds_max_gap,lower,adv,10,0.1551654808533019,0.03078825119102867,5
hmda_race,hmda,PA,eodds_max_gap,lower,wrong_spec,10,0.3482986362404221,0.02298501617289882,6
hmda_race,hmda,PA,fpr_gap,lower,repair_main05,10,0.011903230358845019,0.011784910944531069,1
hmda_race,hmda,PA,fpr_gap,lower,no_interaction,10,0.014221196179818252,0.007934221242153277,1
hmda_race,hmda,PA,fpr_gap,lower,fairsmote,10,0.015394626821783806,0.010845975353769185,1
hmda_race,hmda,PA,fpr_gap,lower,reweight,10,0.02104147457230409,0.01639972759693363,2
hmda_race,hmda,PA,fpr_gap,lower,repair_main0,10,0.02260862376205295,0.012274167638333862,2
hmda_race,hmda,PA,fpr_gap,lower,score_only,10,0.06864740026402061,0.028321878953892668,3
hmda_race,hmda,PA,fpr_gap,lower,blind,10,0.11532302030990083,0.020578244408953644,4
hmda_race,hmda,PA,fpr_gap,lower,erm,10,0.16973968174533435,0.026847388827327377,5
hmda_race,hmda,PA,fpr_gap,lower,adv,10,0.1551654808533019,0.03078825119102867,5
hmda_race,hmda,PA,fpr_gap,lower,wrong_spec,10,0.3482986362404221,0.02298501617289882,6
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,repair_main05,10,0.25820684880018235,0.052077851890045386,1
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,repair_main0,10,0.3135936751961708,0.0890860399851633,2
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,score_only,10,0.5113671094179153,0.07855094017797448,3
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,wrong_spec,10,0.5444398671388626,0.15953283173599095,3
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,no_interaction,10,0.602723428606987,0.18618603289296648,3
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,adv,10,0.7280857712030411,0.20577027072039933,4
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,erm,10,0.9528339624404907,0.18571174918164599,5
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,blind,10,0.8734441459178924,0.3258340382310293,5
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,reweight,10,1.0375489234924316,0.37921665414829847,5
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_max,lower,fairsmote,10,0.8860382378101349,0.2631785496633381,5
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main0,10,0.05089171603322029,0.011844713127917945,1
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main05,10,0.046304402872920036,0.004816514987411495,1
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,score_only,10,0.13245752528309823,0.018576832213356858,2
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,wrong_spec,10,0.1518864594399929,0.05030149919031949,2
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,no_interaction,10,0.12534332349896432,0.03344014502203091,2
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,blind,10,0.2104250371456146,0.04663412013639879,3
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,reweight,10,0.21843981966376305,0.07163296778013771,3
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,adv,10,0.1747707888484001,0.06142743290135653,3
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,erm,10,0.24231114238500595,0.04524021274384189,4
hmda_race,hmda,PA,higher_order_boundary_proxy_gap_scope_mean,lower,fairsmote,10,0.2607536941766739,0.06960685005724253,4
hmda_race,hmda,PA,main_abs_logit_mean,lower,repair_main05,10,0.004519262339454144,0.0021551785953372172,1
hmda_race,hmda,PA,main_abs_logit_mean,lower,repair_main0,10,0.08680785559117794,0.032598145260759034,2
hmda_race,hmda,PA,main_abs_logit_mean,lower,no_interaction,10,0.25724717825651167,0.016565716010526137,3
hmda_race,hmda,PA,main_abs_logit_mean,lower,score_only,10,0.2857751950621605,0.03864475249345683,4
hmda_race,hmda,PA,main_abs_logit_mean,lower,reweight,10,0.5585607022047043,0.22244363582546278,5
hmda_race,hmda,PA,main_abs_logit_mean,lower,adv,10,0.4830826878547668,0.08873069127230841,5
hmda_race,hmda,PA,main_abs_logit_mean,lower,fairsmote,10,0.6271018147468567,0.08945768727067387,6
hmda_race,hmda,PA,main_abs_logit_mean,lower,erm,10,0.691304612159729,0.02812536996440287,7
hmda_race,hmda,PA,main_abs_logit_mean,lower,wrong_spec,10,0.9269363582134247,0.16360054805236005,8
hmda_race,hmda,PA,pair_abs_max,lower,repair_main05,10,0.03539076149463653,0.014772869309224347,1
hmda_race,hmda,PA,pair_abs_max,lower,repair_main0,10,0.07650716230273247,0.01576901784483295,2
hmda_race,hmda,PA,pair_abs_max,lower,score_only,10,1.5806781888008117,0.5158764943813107,3
hmda_race,hmda,PA,pair_abs_max,lower,no_interaction,10,1.4132632970809937,0.4083129700569481,3
hmda_race,hmda,PA,pair_abs_max,lower,adv,10,2.1296867966651916,0.5821518542266648,4
hmda_race,hmda,PA,pair_abs_max,lower,wrong_spec,10,2.2592403054237367,0.37796917126654345,4
hmda_race,hmda,PA,pair_abs_max,lower,erm,10,3.4336558103561403,0.24724549046508684,5
hmda_race,hmda,PA,pair_abs_max,lower,reweight,10,3.0735159873962403,1.3984267400761121,5
hmda_race,hmda,PA,pair_abs_max,lower,fairsmote,10,3.1550262689590456,0.712031346219094,5
hmda_race,hmda,PA,pair_abs_mean,lower,repair_main05,10,0.0032642494887113573,0.0008366282803108716,1
hmda_race,hmda,PA,pair_abs_mean,lower,repair_main0,10,0.005985235143452883,0.000709809387972623,2
hmda_race,hmda,PA,pair_abs_mean,lower,score_only,10,0.19857969880104065,0.04281400863214665,3
hmda_race,hmda,PA,pair_abs_mean,lower,no_interaction,10,0.1737166501581669,0.03528790502716578,3
hmda_race,hmda,PA,pair_abs_mean,lower,adv,10,0.2931543722748756,0.07663742528249874,4
hmda_race,hmda,PA,pair_abs_mean,lower,erm,10,0.37051807045936586,0.03571724579204382,5
hmda_race,hmda,PA,pair_abs_mean,lower,reweight,10,0.38932124674320223,0.18211550929856193,5
hmda_race,hmda,PA,pair_abs_mean,lower,fairsmote,10,0.49243502914905546,0.08832696014300627,6
hmda_race,hmda,PA,pair_abs_mean,lower,wrong_spec,10,0.8102001428604126,0.10212850651885479,7
hmda_race,hmda,PA,pair_abs_q95,lower,repair_main05,10,0.010583795979619025,0.0030195904297117856,1
hmda_race,hmda,PA,pair_abs_q95,lower,repair_main0,10,0.016690234690904613,0.0021423632834822277,2
hmda_race,hmda,PA,pair_abs_q95,lower,score_only,10,0.5703779606521129,0.12975568951744548,3
hmda_race,hmda,PA,pair_abs_q95,lower,no_interaction,10,0.5086200299859046,0.09839454734718284,3
hmda_race,hmda,PA,pair_abs_q95,lower,adv,10,0.7903026318550109,0.23390216155556787,4
hmda_race,hmda,PA,pair_abs_q95,lower,erm,10,1.0507484853267668,0.12054753507761522,5
hmda_race,hmda,PA,pair_abs_q95,lower,reweight,10,1.066254797428846,0.4932520328944561,5
hmda_race,hmda,PA,pair_abs_q95,lower,wrong_spec,10,1.313183564543724,0.19359153659444892,6
hmda_race,hmda,PA,pair_abs_q95,lower,fairsmote,10,1.426990365386009,0.2541196716133859,6
hmda_race,hmda,PA,proxy_effect_gap_max,lower,repair_main0,10,0.06262067444622517,0.021062472186786863,1
hmda_race,hmda,PA,proxy_effect_gap_max,lower,repair_main05,10,0.05952933207154274,0.0223617349981312,1
hmda_race,hmda,PA,proxy_effect_gap_max,lower,blind,10,0.5196281343698501,0.08214512244805153,2
hmda_race,hmda,PA,proxy_effect_gap_max,lower,erm,10,0.6612560510635376,0.12863988381351432,3
hmda_race,hmda,PA,proxy_effect_gap_max,lower,reweight,10,0.638216245174408,0.1408102716523131,3
hmda_race,hmda,PA,proxy_effect_gap_max,lower,no_interaction,10,0.6735828816890717,0.11736339408582756,3
hmda_race,hmda,PA,proxy_effect_gap_max,lower,adv,10,0.7191645532846451,0.14316703289533084,4
hmda_race,hmda,PA,proxy_effect_gap_max,lower,score_only,10,0.7537498950958252,0.060012254537635236,4
hmda_race,hmda,PA,proxy_effect_gap_max,lower,wrong_spec,10,1.0206427454948426,0.2428350467972182,5
hmda_race,hmda,PA,proxy_effect_gap_max,lower,fairsmote,10,1.067034614086151,0.13891232424338124,5
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,repair_main0,10,0.027796783298254014,0.005139020971605777,1
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,repair_main05,10,0.024489684030413628,0.005265748463692349,1
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,blind,10,0.24322393387556077,0.03398624391891179,2
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,reweight,10,0.2798443838953972,0.03477371552962044,3
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,no_interaction,10,0.27698825001716615,0.033922548008846344,3
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,erm,10,0.3181269884109497,0.04868624330427656,4
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,adv,10,0.308178249001503,0.061781584549820384,4
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,score_only,10,0.29779902696609495,0.02155744531096835,4
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,fairsmote,10,0.476152703166008,0.07377308883607256,5
hmda_race,hmda,PA,proxy_effect_gap_mean,lower,wrong_spec,10,0.662860095500946,0.10715290476516384,6
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,score_only,10,0.0723143346607685,0.04316828408184788,1
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,repair_main0,10,0.08764099832624198,0.029834320700938624,1
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,repair_main05,10,0.07062953617423773,0.04295972440768799,1
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,no_interaction,10,0.06541815008968115,0.03297996754911867,1
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,reweight,10,0.21112482249736786,0.09719146075037814,2
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,fairsmote,10,0.27506422698497773,0.11592172305006103,2
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,blind,10,0.507054702937603,0.09733496619066043,3
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,adv,10,0.5921607851982117,0.21518848676137436,3
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,erm,10,0.8981812238693238,0.16432413763256712,4
hmda_race,hmda,PA,proxy_score_gap_cond_mean,lower,wrong_spec,10,1.269579216837883,0.26916967206669895,5
hmda_race,hmda,VA,accuracy,higher,erm,10,0.8828102413813588,0.0006966482742509412,1
hmda_race,hmda,VA,accuracy,higher,blind,10,0.8828478643987248,0.000755006507203468,1
hmda_race,hmda,VA,accuracy,higher,adv,10,0.8819607532524109,0.0017668089570719594,2
hmda_race,hmda,VA,accuracy,higher,score_only,10,0.8800954436545811,0.0028753174158416242,3
hmda_race,hmda,VA,accuracy,higher,repair_main0,10,0.8761390863547257,0.002004963352927567,4
hmda_race,hmda,VA,accuracy,higher,repair_main05,10,0.8765073958931506,0.002538351975745206,4
hmda_race,hmda,VA,accuracy,higher,no_interaction,10,0.8770856022653016,0.0026119596578761417,4
hmda_race,hmda,VA,accuracy,higher,wrong_spec,10,0.8675055939486347,0.001577884120840702,5
hmda_race,hmda,VA,accuracy,higher,reweight,10,0.8434961683927051,0.005200975894398376,6
hmda_race,hmda,VA,accuracy,higher,fairsmote,10,0.8385833943882299,0.007342803678326747,6
hmda_race,hmda,VA,aod_gap,lower,reweight,10,0.007806597344410926,0.006582460891895891,1
hmda_race,hmda,VA,aod_gap,lower,repair_main0,10,0.00908047892087227,0.004595807105757688,1
hmda_race,hmda,VA,aod_gap,lower,repair_main05,10,0.007761622279732328,0.006061581301701479,1
hmda_race,hmda,VA,aod_gap,lower,no_interaction,10,0.01296915721234319,0.007320274173150099,2
hmda_race,hmda,VA,aod_gap,lower,blind,10,0.029307012824095507,0.00737488882357357,3
hmda_race,hmda,VA,aod_gap,lower,score_only,10,0.024478742595109685,0.014740884928699297,3
hmda_race,hmda,VA,aod_gap,lower,fairsmote,10,0.021076350789721622,0.011459306554252015,3
hmda_race,hmda,VA,aod_gap,lower,erm,10,0.06527750981518211,0.007582643836196786,4
hmda_race,hmda,VA,aod_gap,lower,adv,10,0.0668349517506633,0.01517378988326928,4
hmda_race,hmda,VA,aod_gap,lower,wrong_spec,10,0.1599272909062827,0.028391716356594876,5
hmda_race,hmda,VA,auc,higher,erm,10,0.8687595723167392,0.0019099340693606863,1
hmda_race,hmda,VA,auc,higher,blind,10,0.8673705703454065,0.002093385011014161,2
hmda_race,hmda,VA,auc,higher,adv,10,0.8664530569417477,0.003936184000817361,2
hmda_race,hmda,VA,auc,higher,score_only,10,0.8609943173848825,0.0034128349880075573,3
hmda_race,hmda,VA,auc,higher,no_interaction,10,0.8599330027076896,0.0030006495253323317,3
hmda_race,hmda,VA,auc,higher,reweight,10,0.8589686070527391,0.005415442070793232,4
hmda_race,hmda,VA,auc,higher,repair_main0,10,0.8579171794330812,0.0020377316062689423,4
hmda_race,hmda,VA,auc,higher,repair_main05,10,0.858284840506138,0.002910495560861934,4
hmda_race,hmda,VA,auc,higher,fairsmote,10,0.8501741782291767,0.0031292702326040653,5
hmda_race,hmda,VA,auc,higher,wrong_spec,10,0.8468787028734073,0.003921641476368344,6
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,repair_main0,10,0.0721056241542101,0.031964813057297245,1
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,repair_main05,10,0.09612114429473877,0.04510380362684637,1
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,blind,10,0.43610049188137057,0.16973183793472144,2
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,no_interaction,10,0.44819375872612,0.13285311518596252,2
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,erm,10,0.7018373072147369,0.11070816230799838,3
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,reweight,10,0.7224499523639679,0.1506161672315428,3
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,adv,10,0.6479632616043091,0.1487298806013873,3
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,score_only,10,0.6655157089233399,0.12772509546911268,3
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,wrong_spec,10,0.9606597483158111,0.1338033491513224,4
hmda_race,hmda,VA,boundary_proxy_effect_gap_max,lower,fairsmote,10,1.0769446432590484,0.1292101921535234,5
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,repair_main0,10,0.0328174851834774,0.008861012308031019,1
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,repair_main05,10,0.03987804967910051,0.013721517419870788,1
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,no_interaction,10,0.17455412447452545,0.033151798517546564,2
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,blind,10,0.20722926557064056,0.052925486830395746,3
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,score_only,10,0.2254119411110878,0.03871360868254782,3
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,reweight,10,0.2848289027810097,0.07041835865115093,4
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,adv,10,0.27060921043157576,0.057079757694922864,4
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,erm,10,0.3306518137454987,0.03261076925054475,5
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,fairsmote,10,0.4895406186580658,0.06730261169884008,6
hmda_race,hmda,VA,boundary_proxy_effect_gap_mean,lower,wrong_spec,10,0.6604662299156189,0.071163404129729,7
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,blind,10,0.037207591673359276,0.022170441236060906,1
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,reweight,10,0.028201117273420097,0.012150545277942985,1
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,score_only,10,0.039557970874011514,0.0234494142630721,1
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,repair_main0,10,0.030146706849336624,0.014883412781211537,1
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,repair_main05,10,0.035050584189593795,0.014709467972062486,1
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,fairsmote,10,0.029648650577291845,0.0149888470956321,1
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,erm,10,0.04378852192312479,0.019576942657103323,2
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,adv,10,0.06033777855336666,0.01772269312056059,2
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,no_interaction,10,0.04592366442084313,0.04062403772927822,2
hmda_race,hmda,VA,boundary_proxy_score_gap_cond_mean,lower,wrong_spec,10,0.10332174263894559,0.04752896097074447,3
hmda_race,hmda,VA,cf_abs_prob_mean,lower,repair_main05,10,0.0013069682550849392,0.001156485896723436,1
hmda_race,hmda,VA,cf_abs_prob_mean,lower,repair_main0,10,0.008304929360747337,0.002263448961354655,2
hmda_race,hmda,VA,cf_abs_prob_mean,lower,no_interaction,10,0.0180124563165009,0.003683887555967004,3
hmda_race,hmda,VA,cf_abs_prob_mean,lower,score_only,10,0.023959069140255453,0.0067867688069167854,4
hmda_race,hmda,VA,cf_abs_prob_mean,lower,reweight,10,0.040451005846261975,0.010973979306604705,5
hmda_race,hmda,VA,cf_abs_prob_mean,lower,adv,10,0.04892466403543949,0.010252843596039155,5
hmda_race,hmda,VA,cf_abs_prob_mean,lower,erm,10,0.06274521425366401,0.0055059360445406024,6
hmda_race,hmda,VA,cf_abs_prob_mean,lower,fairsmote,10,0.07566963285207748,0.019720567860994555,7
hmda_race,hmda,VA,cf_abs_prob_mean,lower,wrong_spec,10,0.11817714422941208,0.025791781021909557,8
hmda_race,hmda,VA,cf_flip_rate,lower,repair_main05,10,0.0006103515625,0.0004567452864714284,1
hmda_race,hmda,VA,cf_flip_rate,lower,repair_main0,10,0.0037109375,0.0012114449261672133,2
hmda_race,hmda,VA,cf_flip_rate,lower,no_interaction,10,0.01116943359375,0.002885987052131782,3
hmda_race,hmda,VA,cf_flip_rate,lower,score_only,10,0.01500244140625,0.0033919296215826436,4
