experiment,dataset,state,metric,direction,model,n,mean,std,sk_group
adult_gender,adult,-,proxy_effect_gap_max,lower,reweight,10,0.6573047429323197,0.31539666121257676,4
adult_gender,adult,-,proxy_effect_gap_max,lower,score_only,10,0.7201217353343964,0.19782290812627457,4
adult_gender,adult,-,proxy_effect_gap_max,lower,wrong_spec,10,0.6869019210338593,0.0886151523857563,4
adult_gender,adult,-,proxy_effect_gap_max,lower,fairsmote,10,0.8797599613666535,0.21881076167225694,5
adult_gender,adult,-,proxy_effect_gap_mean,lower,repair_direct,10,0.01860673017799854,0.003789455797335633,1
adult_gender,adult,-,proxy_effect_gap_mean,lower,blind,10,0.14669768363237382,0.024862709137163576,2
adult_gender,adult,-,proxy_effect_gap_mean,lower,no_interaction,10,0.17691870480775834,0.04507529561526001,3
adult_gender,adult,-,proxy_effect_gap_mean,lower,erm,10,0.2283663347363472,0.028275195071293644,4
adult_gender,adult,-,proxy_effect_gap_mean,lower,reweight,10,0.2600648686289787,0.10606030828895928,4
adult_gender,adult,-,proxy_effect_gap_mean,lower,adv,10,0.21332649141550064,0.03136569310356946,4
adult_gender,adult,-,proxy_effect_gap_mean,lower,score_only,10,0.26237155497074127,0.08155629756882142,4
adult_gender,adult,-,proxy_effect_gap_mean,lower,fairsmote,10,0.4482740432024002,0.07070921027562203,5
adult_gender,adult,-,proxy_effect_gap_mean,lower,wrong_spec,10,0.5169659972190856,0.02636982836695329,6
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,score_only,10,0.09632633253931999,0.043534197945642374,1
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,repair_direct,10,0.08882423415780068,0.057730256768064876,1
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,no_interaction,10,0.09426648765802384,0.049414237982096175,1
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,reweight,10,0.69407559633255,0.2677329824512092,2
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,adv,10,0.8032525286078454,0.14489270116578806,2
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,fairsmote,10,0.7486847847700119,0.13160619248498323,2
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,blind,10,0.9435656368732452,0.10124018889288078,3
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,erm,10,1.029600140452385,0.09957415702995191,4
adult_gender,adult,-,proxy_score_gap_cond_mean,lower,wrong_spec,10,1.5713911384344101,0.18548646095542767,5
hmda_race,hmda,MD,accuracy,higher,erm,10,0.8673497956212554,0.0014191943483365763,1
hmda_race,hmda,MD,accuracy,higher,blind,10,0.8664762864662074,0.0015741458164975628,1
hmda_race,hmda,MD,accuracy,higher,adv,10,0.8671678145472871,0.0015731191631560342,1
hmda_race,hmda,MD,accuracy,higher,score_only,10,0.8628450641133322,0.0033960941265736935,2
hmda_race,hmda,MD,accuracy,higher,repair_main0,10,0.8638473598745731,0.0006968032267839479,2
hmda_race,hmda,MD,accuracy,higher,repair_main05,10,0.8616271907721597,0.0024613104987623855,2
hmda_race,hmda,MD,accuracy,higher,no_interaction,10,0.8619351587434907,0.0038899097126167733,2
hmda_race,hmda,MD,accuracy,higher,wrong_spec,10,0.8494064617279803,0.002591523374529436,3
hmda_race,hmda,MD,accuracy,higher,reweight,10,0.8334257237247327,0.006037195565831955,4
hmda_race,hmda,MD,accuracy,higher,fairsmote,10,0.833151352259365,0.006557792947767073,4
hmda_race,hmda,MD,aod_gap,lower,repair_main0,10,0.0074387736094580605,0.0038246596998269522,1
hmda_race,hmda,MD,aod_gap,lower,repair_main05,10,0.008095605118432552,0.004357025135742206,1
hmda_race,hmda,MD,aod_gap,lower,no_interaction,10,0.007744607353548117,0.00595330909343297,1
hmda_race,hmda,MD,aod_gap,lower,reweight,10,0.013036649844277066,0.004974918734676207,2
hmda_race,hmda,MD,aod_gap,lower,fairsmote,10,0.013203667239956085,0.006213398825748104,2
hmda_race,hmda,MD,aod_gap,lower,score_only,10,0.02099803076322895,0.01072918521622648,3
hmda_race,hmda,MD,aod_gap,lower,blind,10,0.033939077243004476,0.0071876414145614275,4
hmda_race,hmda,MD,aod_gap,lower,erm,10,0.06107855792973083,0.01165759790319448,5
hmda_race,hmda,MD,aod_gap,lower,adv,10,0.05720286238904024,0.013914587324478402,5
hmda_race,hmda,MD,aod_gap,lower,wrong_spec,10,0.17752062838452998,0.032337448906956424,6
hmda_race,hmda,MD,auc,higher,erm,10,0.8634584317244234,0.0022756785366973642,1
hmda_race,hmda,MD,auc,higher,adv,10,0.8620251310375422,0.002221291696999382,1
hmda_race,hmda,MD,auc,higher,blind,10,0.8601083134785266,0.002231798004483291,2
hmda_race,hmda,MD,auc,higher,reweight,10,0.8508334232348046,0.0036023329412831475,3
hmda_race,hmda,MD,auc,higher,score_only,10,0.8509141558790904,0.0046885655375342485,3
hmda_race,hmda,MD,auc,higher,repair_main0,10,0.8520003832904598,0.0022666101057919716,3
hmda_race,hmda,MD,auc,higher,repair_main05,10,0.8498960429186797,0.002245349038349454,3
hmda_race,hmda,MD,auc,higher,no_interaction,10,0.8511977805958136,0.005158597364220379,3
hmda_race,hmda,MD,auc,higher,fairsmote,10,0.8472221662895529,0.004183483655369319,4
hmda_race,hmda,MD,auc,higher,wrong_spec,10,0.8426440958712234,0.005714052945377658,5
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,repair_main0,10,0.06667873673141003,0.018088745238344087,1
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,repair_main05,10,0.06123996898531914,0.025002365121116015,1
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,blind,10,0.36131015717983245,0.08452445228451916,2
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,no_interaction,10,0.3470624953508377,0.09401249133876173,2
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,adv,10,0.5369406700134277,0.11017346616642992,3
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,score_only,10,0.47305503487586975,0.09436921628659699,3
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,erm,10,0.6041790276765824,0.15172104717737217,4
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,reweight,10,0.5927550137043,0.12243574124031044,4
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,wrong_spec,10,0.8748953640460968,0.1515404337295017,5
hmda_race,hmda,MD,boundary_proxy_effect_gap_max,lower,fairsmote,10,0.9592618346214294,0.18552469572704375,5
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,repair_main0,10,0.02838773503899574,0.004300919474996908,1
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,repair_main05,10,0.029680636525154114,0.006552024094736634,1
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,no_interaction,10,0.15081307366490365,0.021347851192038775,2
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,blind,10,0.17593038380146026,0.022566314019836543,3
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,score_only,10,0.18503104150295258,0.027224877431113497,3
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,reweight,10,0.2478884220123291,0.054713509710149245,4
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,adv,10,0.23973065614700317,0.05069976637338094,4
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,erm,10,0.28008266240358354,0.037421648867186644,5
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,fairsmote,10,0.5463731616735459,0.09251595014934627,6
hmda_race,hmda,MD,boundary_proxy_effect_gap_mean,lower,wrong_spec,10,0.6259323239326477,0.07710851058579972,7
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,blind,10,0.025028083007782698,0.013864275103687835,1
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,reweight,10,0.02364805042743683,0.010967808709126541,1
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,adv,10,0.027475353656336667,0.013489433748289136,1
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,repair_main0,10,0.028068479523062705,0.01904109224130396,1
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,repair_main05,10,0.029946773871779443,0.018806899075956507,1
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,fairsmote,10,0.027070837444625795,0.01698768049448755,1
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,erm,10,0.0459894010797143,0.02714562946439174,2
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,score_only,10,0.03598266318440437,0.01563199822741439,2
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,no_interaction,10,0.033707627654075624,0.021616292619810316,2
hmda_race,hmda,MD,boundary_proxy_score_gap_cond_mean,lower,wrong_spec,10,0.11572175361216068,0.042019063778588314,3
hmda_race,hmda,MD,cf_abs_prob_mean,lower,repair_main05,10,0.0009417420165846125,0.0005176511879907946,1
hmda_race,hmda,MD,cf_abs_prob_mean,lower,repair_main0,10,0.0027291901875287294,0.0011038607542289143,2
hmda_race,hmda,MD,cf_abs_prob_mean,lower,no_interaction,10,0.020908934995532036,0.003739342378038282,3
hmda_race,hmda,MD,cf_abs_prob_mean,lower,score_only,10,0.025891101360321044,0.004833318004879577,4
hmda_race,hmda,MD,cf_abs_prob_mean,lower,reweight,10,0.040904014557600024,0.012583354164585038,5
hmda_race,hmda,MD,cf_abs_prob_mean,lower,adv,10,0.053479621186852455,0.0077018167940815846,6
hmda_race,hmda,MD,cf_abs_prob_mean,lower,erm,10,0.0720015250146389,0.005100575726073392,7
hmda_race,hmda,MD,cf_abs_prob_mean,lower,fairsmote,10,0.07205570638179778,0.011561469573818648,7
hmda_race,hmda,MD,cf_abs_prob_mean,lower,wrong_spec,10,0.12962587624788285,0.025302421202057016,8
hmda_race,hmda,MD,cf_flip_rate,lower,repair_main05,10,0.00052490234375,0.00022324001829988937,1
hmda_race,hmda,MD,cf_flip_rate,lower,repair_main0,10,0.00113525390625,0.0007142243472486205,2
hmda_race,hmda,MD,cf_flip_rate,lower,no_interaction,10,0.0118896484375,0.0022139305820259186,3
hmda_race,hmda,MD,cf_flip_rate,lower,score_only,10,0.0179443359375,0.003686442595347046,4
hmda_race,hmda,MD,cf_flip_rate,lower,erm,10,0.044580078125,0.0071380231788405945,5
hmda_race,hmda,MD,cf_flip_rate,lower,reweight,10,0.04404296875,0.010288048472409437,5
hmda_race,hmda,MD,cf_flip_rate,lower,adv,10,0.04024658203125,0.006870497279048504,5
hmda_race,hmda,MD,cf_flip_rate,lower,fairsmote,10,0.0731201171875,0.0109267893831361,6
hmda_race,hmda,MD,cf_flip_rate,lower,wrong_spec,10,0.13343505859375,0.038807884738424475,7
hmda_race,hmda,MD,dp_gap,lower,repair_main0,10,0.0621839702129364,0.005399779716694145,1
hmda_race,hmda,MD,dp_gap,lower,repair_main05,10,0.05855385661125183,0.006833886188357019,1
hmda_race,hmda,MD,dp_gap,lower,no_interaction,10,0.059134173393249514,0.005916580092762421,1
hmda_race,hmda,MD,dp_gap,lower,reweight,10,0.07219668626785278,0.009521065495299134,2
hmda_race,hmda,MD,dp_gap,lower,score_only,10,0.07769102454185486,0.008839587633490463,2
hmda_race,hmda,MD,dp_gap,lower,fairsmote,10,0.07166199684143067,0.013883828667674228,2
hmda_race,hmda,MD,dp_gap,lower,blind,10,0.0911235749721527,0.0057669648409950395,3
hmda_race,hmda,MD,dp_gap,lower,erm,10,0.11272727251052857,0.009649146833358921,4
hmda_race,hmda,MD,dp_gap,lower,adv,10,0.1107698142528534,0.011423023980690228,4
hmda_race,hmda,MD,dp_gap,lower,wrong_spec,10,0.19557430148124694,0.031029043109046008,5
hmda_race,hmda,MD,eod_gap,lower,repair_main0,10,0.004413221058100702,0.0021137110152198097,1
hmda_race,hmda,MD,eod_gap,lower,repair_main05,10,0.003901858196726238,0.0026101676747657195,1
hmda_race,hmda,MD,eod_gap,lower,no_interaction,10,0.0035385359353716783,0.0032724387374774627,1
hmda_race,hmda,MD,eod_gap,lower,reweight,10,0.007150950172735593,0.004336577621993564,2
hmda_race,hmda,MD,eod_gap,lower,score_only,10,0.014803876004557615,0.004990930674633938,3
hmda_race,hmda,MD,eod_gap,lower,fairsmote,10,0.011405669443521217,0.008072662791419827,3
hmda_race,hmda,MD,eod_gap,lower,blind,10,0.02175167567994084,0.00409579815297264,4
hmda_race,hmda,MD,eod_gap,lower,erm,10,0.03662493338259663,0.006316233715977103,5
hmda_race,hmda,MD,eod_gap,lower,adv,10,0.036055292668114344,0.008347925640421788,5
hmda_race,hmda,MD,eod_gap,lower,wrong_spec,10,0.10491664669694546,0.02634428049054153,6
hmda_race,hmda,MD,eodds_max_gap,lower,repair_main0,10,0.01086434948643753,0.00709443285426501,1
hmda_race,hmda,MD,eodds_max_gap,lower,repair_main05,10,0.012411181550407746,0.008658834567803473,1
hmda_race,hmda,MD,eodds_max_gap,lower,no_interaction,10,0.01318831603758378,0.01254165620264056,1
hmda_race,hmda,MD,eodds_max_gap,lower,reweight,10,0.01991117850640684,0.008536614310191037,2
hmda_race,hmda,MD,eodds_max_gap,lower,score_only,10,0.02794404281684053,0.016975941267111827,2
hmda_race,hmda,MD,eodds_max_gap,lower,fairsmote,10,0.018614212133563086,0.009755525809309943,2
hmda_race,hmda,MD,eodds_max_gap,lower,blind,10,0.04612647880606811,0.011564693652008221,3
hmda_race,hmda,MD,eodds_max_gap,lower,erm,10,0.08553218247686503,0.01842969105686038,4
hmda_race,hmda,MD,eodds_max_gap,lower,adv,10,0.07835043210996612,0.020645579856361423,4
hmda_race,hmda,MD,eodds_max_gap,lower,wrong_spec,10,0.2501246100721145,0.03913612822911013,5
hmda_race,hmda,MD,fpr_gap,lower,reweight,10,0.01892234951581854,0.010099491503426889,1
hmda_race,hmda,MD,fpr_gap,lower,repair_main0,10,0.010464326160815418,0.0075459919695076,1
hmda_race,hmda,MD,fpr_gap,lower,repair_main05,10,0.012289352040138868,0.008775021531405046,1
hmda_race,hmda,MD,fpr_gap,lower,no_interaction,10,0.011950678771724555,0.01327165692565676,1
hmda_race,hmda,MD,fpr_gap,lower,fairsmote,10,0.015001665036390954,0.010181631564924605,1
hmda_race,hmda,MD,fpr_gap,lower,score_only,10,0.027192185521900288,0.01785552897130701,2
hmda_race,hmda,MD,fpr_gap,lower,blind,10,0.04612647880606811,0.011564693652008221,3
hmda_race,hmda,MD,fpr_gap,lower,erm,10,0.08553218247686503,0.01842969105686038,4
hmda_race,hmda,MD,fpr_gap,lower,adv,10,0.07835043210996612,0.020645579856361423,4
hmda_race,hmda,MD,fpr_gap,lower,wrong_spec,10,0.2501246100721145,0.03913612822911013,5
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,repair_main0,10,0.12682375311851501,0.038275595500275886,1
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,repair_main05,10,0.1107082188129425,0.024753362503906706,1
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,score_only,10,0.2866149917244911,0.13836212878267068,2
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,wrong_spec,10,0.26748029291629793,0.08491031920474136,2
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,no_interaction,10,0.2563240617513657,0.11647698862838421,2
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,erm,10,0.47558489441871643,0.12577969093683403,3
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,blind,10,0.3780335754156113,0.07690465239631218,3
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,reweight,10,0.44932428002357483,0.21022361814854545,3
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,adv,10,0.39560551643371583,0.08341289089195228,3
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_max,lower,fairsmote,10,1.030870532989502,0.3769155558062014,4
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main0,10,0.02921188995242119,0.00471959137296437,1
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main05,10,0.02659470196813345,0.004273045541787851,1
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,score_only,10,0.06978485211730004,0.020776773992464772,2
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,wrong_spec,10,0.07619788758456707,0.01471960102097144,2
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,no_interaction,10,0.06601672619581223,0.021972548584234627,2
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,blind,10,0.10838761478662491,0.014409946046399806,3
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,reweight,10,0.10595961939543486,0.04812257372530104,3
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,adv,10,0.11134676560759545,0.023307751593706336,3
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,erm,10,0.13600507602095604,0.028035463807253632,4
hmda_race,hmda,MD,higher_order_boundary_proxy_gap_scope_mean,lower,fairsmote,10,0.30357531309127805,0.08663578520206758,5
hmda_race,hmda,MD,main_abs_logit_mean,lower,repair_main05,10,0.008131728088483215,0.004390136963759874,1
hmda_race,hmda,MD,main_abs_logit_mean,lower,repair_main0,10,0.026843263395130636,0.009082116645268907,2
hmda_race,hmda,MD,main_abs_logit_mean,lower,no_interaction,10,0.19217999875545502,0.0359520954733599,3
hmda_race,hmda,MD,main_abs_logit_mean,lower,reweight,10,0.26183457374572755,0.09214669955484023,4
hmda_race,hmda,MD,main_abs_logit_mean,lower,score_only,10,0.24896982461214065,0.047442176092171565,4
hmda_race,hmda,MD,main_abs_logit_mean,lower,adv,10,0.48515012860298157,0.07534847182262386,5
hmda_race,hmda,MD,main_abs_logit_mean,lower,fairsmote,10,0.5524388879537583,0.1059605046851043,5
hmda_race,hmda,MD,main_abs_logit_mean,lower,erm,10,0.6861789941787719,0.049146266581078145,6
hmda_race,hmda,MD,main_abs_logit_mean,lower,wrong_spec,10,0.9478852570056915,0.16401455623723377,7
hmda_race,hmda,MD,pair_abs_max,lower,repair_main05,10,0.04220273718237877,0.010856051428728516,1
hmda_race,hmda,MD,pair_abs_max,lower,repair_main0,10,0.05762992650270462,0.012323586480113401,2
hmda_race,hmda,MD,pair_abs_max,lower,score_only,10,1.0848466277122497,0.28654751985686755,3
hmda_race,hmda,MD,pair_abs_max,lower,no_interaction,10,1.0267849206924438,0.24475953150429428,3
hmda_race,hmda,MD,pair_abs_max,lower,erm,10,1.8722703576087951,0.43765365389545313,4
hmda_race,hmda,MD,pair_abs_max,lower,reweight,10,1.5969037532806396,0.7002171825276582,4
hmda_race,hmda,MD,pair_abs_max,lower,adv,10,1.667148804664612,0.26899395873958404,4
hmda_race,hmda,MD,pair_abs_max,lower,wrong_spec,10,1.6389718294143676,0.194309800661513,4
hmda_race,hmda,MD,pair_abs_max,lower,fairsmote,10,3.5637735605239866,1.1532816437120696,5
hmda_race,hmda,MD,pair_abs_mean,lower,repair_main05,10,0.004027462657541036,0.0015192382234010475,1
hmda_race,hmda,MD,pair_abs_mean,lower,repair_main0,10,0.005312889721244574,0.0009504988985367217,2
hmda_race,hmda,MD,pair_abs_mean,lower,score_only,10,0.15181173980236054,0.03256270759390121,3
hmda_race,hmda,MD,pair_abs_mean,lower,no_interaction,10,0.13342847749590875,0.03133687088521598,3
hmda_race,hmda,MD,pair_abs_mean,lower,erm,10,0.2524424836039543,0.03388469574341887,4
hmda_race,hmda,MD,pair_abs_mean,lower,reweight,10,0.2291220985352993,0.09365101940445344,4
hmda_race,hmda,MD,pair_abs_mean,lower,adv,10,0.2266831785440445,0.03352063304845154,4
hmda_race,hmda,MD,pair_abs_mean,lower,wrong_spec,10,0.6183004379272461,0.0672381661431456,5
hmda_race,hmda,MD,pair_abs_mean,lower,fairsmote,10,0.6233366280794144,0.17180825119384527,5
hmda_race,hmda,MD,pair_abs_q95,lower,repair_main05,10,0.011844862736761568,0.003896852835497885,1
hmda_race,hmda,MD,pair_abs_q95,lower,repair_main0,10,0.015359103158116338,0.0025770945297017276,2
hmda_race,hmda,MD,pair_abs_q95,lower,score_only,10,0.4256993989646434,0.10155526884156324,3
hmda_race,hmda,MD,pair_abs_q95,lower,no_interaction,10,0.3788734132051467,0.10434151041366398,3
hmda_race,hmda,MD,pair_abs_q95,lower,erm,10,0.6942572510242462,0.09279505616121923,4
hmda_race,hmda,MD,pair_abs_q95,lower,reweight,10,0.6187544958293437,0.2504639969996564,4
hmda_race,hmda,MD,pair_abs_q95,lower,adv,10,0.6095201331377029,0.09648607611274132,4
hmda_race,hmda,MD,pair_abs_q95,lower,wrong_spec,10,0.9871015471220016,0.11630490311579413,5
hmda_race,hmda,MD,pair_abs_q95,lower,fairsmote,10,1.615133764147758,0.44821780950478135,6
hmda_race,hmda,MD,proxy_effect_gap_max,lower,repair_main0,10,0.033784494176506995,0.009935114124640265,1
hmda_race,hmda,MD,proxy_effect_gap_max,lower,repair_main05,10,0.03850282803177833,0.01151584352685972,1
hmda_race,hmda,MD,proxy_effect_gap_max,lower,blind,10,0.5839110136032104,0.07326147721323029,2
hmda_race,hmda,MD,proxy_effect_gap_max,lower,score_only,10,0.6204695045948029,0.089869108892057,2
hmda_race,hmda,MD,proxy_effect_gap_max,lower,no_interaction,10,0.5473471134901047,0.07993032668073317,2
hmda_race,hmda,MD,proxy_effect_gap_max,lower,erm,10,0.7362704634666443,0.061791224304943757,3
hmda_race,hmda,MD,proxy_effect_gap_max,lower,reweight,10,0.6658848106861115,0.13110145422712383,3
hmda_race,hmda,MD,proxy_effect_gap_max,lower,adv,10,0.6994979739189148,0.07016530166448792,3
hmda_race,hmda,MD,proxy_effect_gap_max,lower,wrong_spec,10,0.7994469702243805,0.1374844117344627,4
hmda_race,hmda,MD,proxy_effect_gap_max,lower,fairsmote,10,0.9688578426837922,0.12709594639165223,5
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,repair_main0,10,0.016121512930840253,0.002904094339044459,1
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,repair_main05,10,0.01705697728320956,0.002703133532013648,1
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,no_interaction,10,0.22311358898878098,0.024858274114150588,2
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,blind,10,0.25021101981401445,0.03372661375905284,3
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,score_only,10,0.2393033429980278,0.028978689204411573,3
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,reweight,10,0.28356973528862,0.061414470920233076,4
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,adv,10,0.2939990356564522,0.04242498691092538,4
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,erm,10,0.3262151271104813,0.02033421499701753,5
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,wrong_spec,10,0.5858131289482117,0.062127762789230316,6
hmda_race,hmda,MD,proxy_effect_gap_mean,lower,fairsmote,10,0.6419527471065521,0.09196936448366533,6
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,reweight,10,0.07296444177627563,0.05138297607480176,1
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,score_only,10,0.07003841698169708,0.043885426754240286,1
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,repair_main0,10,0.06746892761439086,0.03843033282600611,1
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,repair_main05,10,0.061771257873624565,0.033639001278306706,1
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,no_interaction,10,0.06716706864535808,0.036111795866106446,1
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,fairsmote,10,0.24209533333778382,0.10352914932241487,2
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,blind,10,0.3941801503300667,0.07482482971462624,3
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,adv,10,0.4780579075217247,0.11707200243852334,4
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,erm,10,0.6993335664272309,0.09152906135599659,5
hmda_race,hmda,MD,proxy_score_gap_cond_mean,lower,wrong_spec,10,1.032973712682724,0.11761075374705225,6
hmda_race,hmda,OH,accuracy,higher,erm,10,0.876103629529978,0.0008324266601211129,1
hmda_race,hmda,OH,accuracy,higher,blind,10,0.8760287366683772,0.0008127059898949729,1
hmda_race,hmda,OH,accuracy,higher,adv,10,0.8760328973829106,0.0007555824554831126,1
hmda_race,hmda,OH,accuracy,higher,proxy_exhaustive,10,0.8743963496664494,0.0016814971707345384,2
hmda_race,hmda,OH,accuracy,higher,score_only,10,0.8731120757804807,0.002708850779321741,3
hmda_race,hmda,OH,accuracy,higher,proxy_effect,10,0.8728596590987893,0.002326675432434116,3
hmda_race,hmda,OH,accuracy,higher,repair_main0,10,0.8713701232958406,0.002600151309964859,4
hmda_race,hmda,OH,accuracy,higher,no_interaction,10,0.8708555815985465,0.0022001676491875052,4
hmda_race,hmda,OH,accuracy,higher,repair_main05,10,0.8697141589115571,0.0020240576286290925,5
hmda_race,hmda,OH,accuracy,higher,repair_full,10,0.8667517301637935,0.002573464963206639,6
hmda_race,hmda,OH,accuracy,higher,wrong_spec,10,0.8638489383243416,0.0016532884358823189,7
hmda_race,hmda,OH,accuracy,higher,reweight,10,0.8296866981956368,0.008237274164302933,8
hmda_race,hmda,OH,accuracy,higher,fairsmote,10,0.8064976491962886,0.018869981346983384,9
hmda_race,hmda,OH,aod_gap,lower,repair_full,10,0.003568069157115433,0.0029690918038421618,1
hmda_race,hmda,OH,aod_gap,lower,repair_main05,10,0.0047954831643091,0.0030232458861338984,1
hmda_race,hmda,OH,aod_gap,lower,repair_main0,10,0.00746715627033302,0.0036702510431738922,2
hmda_race,hmda,OH,aod_gap,lower,no_interaction,10,0.006205673626280062,0.004435640110120948,2
hmda_race,hmda,OH,aod_gap,lower,reweight,10,0.021389768529756503,0.013357843881452596,3
hmda_race,hmda,OH,aod_gap,lower,score_only,10,0.02934215248850832,0.013043257416495977,3
hmda_race,hmda,OH,aod_gap,lower,proxy_effect,10,0.028113450332184556,0.016346666056052124,3
hmda_race,hmda,OH,aod_gap,lower,proxy_exhaustive,10,0.029990783817019546,0.00846126672799231,3
hmda_race,hmda,OH,aod_gap,lower,fairsmote,10,0.025818819275279195,0.020264062536891236,3
hmda_race,hmda,OH,aod_gap,lower,blind,10,0.05624547958772559,0.012283880526654536,4
hmda_race,hmda,OH,aod_gap,lower,erm,10,0.08909776136093762,0.015022459680305045,5
hmda_race,hmda,OH,aod_gap,lower,adv,10,0.08003438383542603,0.014294516953289779,5
hmda_race,hmda,OH,aod_gap,lower,wrong_spec,10,0.21497324381603533,0.045601675421728584,6
hmda_race,hmda,OH,auc,higher,erm,10,0.8593640791306697,0.0013791847414520494,1
hmda_race,hmda,OH,auc,higher,adv,10,0.8590308243092597,0.0014752505983619566,1
hmda_race,hmda,OH,auc,higher,blind,10,0.8583878981359645,0.001128234451477962,2
hmda_race,hmda,OH,auc,higher,score_only,10,0.8534184380112096,0.0039646814739523915,3
hmda_race,hmda,OH,auc,higher,proxy_effect,10,0.8531720850268015,0.0038327133612436476,3
hmda_race,hmda,OH,auc,higher,proxy_exhaustive,10,0.8550519900896606,0.002001184299170695,3
hmda_race,hmda,OH,auc,higher,repair_main0,10,0.8545748982836556,0.0033872370363128954,3
hmda_race,hmda,OH,auc,higher,repair_main05,10,0.8518871592250592,0.0028660910834340477,4
hmda_race,hmda,OH,auc,higher,no_interaction,10,0.8520829648332929,0.0030105564122015955,4
