"experiment","dataset","state","metric","direction","model","n","mean","std","sk_esd_group","package","package_version"
"acs_age","acs_employment","MD","pair_abs_max","lower","proxy_exhaustive",10,0.319509705901146,0.0501193228640906,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","repair_direct",10,0.321417635679245,0.0385135644266986,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","no_interaction",10,1.18450782299042,0.334026644595875,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","adv",10,1.26128601431847,0.45603308705001,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","score_only",10,1.32006486654282,0.182346097548714,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","wrong_spec",10,1.83055145740509,0.94584726984608,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","erm",10,1.84488686323166,0.414083607219834,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","reweight",10,1.99241783618927,0.760121827110476,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_max","lower","fairsmote",10,2.36049898862839,0.391697326198286,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","repair_direct",10,0.0382860489189625,0.00260412701168639,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","proxy_exhaustive",10,0.0385445386171341,0.00231095370368488,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","no_interaction",10,0.203877606242895,0.0436493451990417,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","score_only",10,0.224714522063732,0.0200629725536655,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","adv",10,0.243089969456196,0.0747809560020419,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","erm",10,0.29958504140377,0.0313637492034813,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","reweight",10,0.304195910692215,0.0872218903948219,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","fairsmote",10,0.361596542596817,0.0837869067726012,6,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_mean","lower","wrong_spec",10,0.463929465413094,0.180572040359075,7,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","repair_direct",10,0.102351907081902,0.00652961971215425,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","proxy_exhaustive",10,0.102877071499825,0.00606955130550785,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","no_interaction",10,0.543873162567616,0.123443405514708,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","score_only",10,0.604884588718414,0.0632927071108404,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","adv",10,0.616089019179344,0.182913168570042,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","erm",10,0.774594789743423,0.0869035862453053,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","reweight",10,0.797404044866562,0.230332021374135,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","fairsmote",10,0.899466677010059,0.191235561306832,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","pair_abs_q95","lower","wrong_spec",10,0.916258916258812,0.310588032058802,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","repair_direct",10,0.108088962733746,0.0197485566349941,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","proxy_exhaustive",10,0.121667858958244,0.0232041599743561,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","blind",10,0.452521556615829,0.0831742737345452,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","no_interaction",10,0.554037469625473,0.0450698015714367,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","proxy_effect_gap_max","lower","score_only",10,0.587753531336784,0.0601612321842703,5,"ScottKnottESD","2.0.3"
