experiment,dataset,state,seed,role,model,AUC,Acc,AOD,EOD,DP,Sgap,Delta2,Proxy,ProxyScore,BndDelta2
hmda_md_race,hmda,MD,8,Global score guard,score_only,0.8563285760255209,0.8655579819698751,0.03503294035233018,0.014692888220613765,0.08569616079330444,0.06764101982116699,0.20344844460487366,0.26199185848236084,0.022678200155496597,0.27075615525245667
hmda_md_race,hmda,MD,8,Global + boundary score guards,no_interaction,0.8554703246492967,0.8643821042611568,0.005611420836708958,0.0011240309751942013,0.0618097186088562,0.05537676811218262,0.15065965056419373,0.24626612663269043,0.011861458420753479,0.2135080248117447
hmda_md_race,hmda,MD,8,Score guards + global interaction,score_guard_global_interaction,0.8524995889084347,0.8637941654067977,0.007268375194705412,0.005227493690854734,0.06430691480636597,0.05127233266830444,0.006852030288428068,0.02035287395119667,0.018753835931420326,0.009162628091871738
hmda_md_race,hmda,MD,8,Final interaction steering,repair_main05,0.8525021029741326,0.8636821770535864,0.008258547084280754,0.0040008174819213815,0.06378519535064697,0.05079001188278198,0.0029605538584291935,0.01781506836414337,0.013424207456409931,0.003687563817948103
hmda_md_race,hmda,MD,8,Wrong-spec,wrong_spec,0.84012572466143,0.8491516882244247,0.1551548439290481,0.08319274529594234,0.17205756902694702,0.16778326034545898,0.5765337347984314,0.6318939924240112,0.9461984932422638,0.630557656288147
hmda_md_race,hmda,MD,9,ERM,erm,0.8646004400265561,0.8671538160031357,0.0660813116955232,0.038977175878624704,0.11508780717849731,0.13451087474822998,0.21539032459259033,0.29760196805000305,0.6519293189048767,0.26343679428100586
hmda_md_race,hmda,MD,9,Global score guard,score_only,0.8517413657469051,0.8631782294641357,0.011779604735032478,0.011412160686236739,0.06577479839324951,0.05141329765319824,0.15394841134548187,0.2542282044887543,0.13065379112958908,0.1964288055896759
hmda_md_race,hmda,MD,9,Global + boundary score guards,no_interaction,0.8559544147377041,0.8642141217313399,0.018352415298119984,0.00032256883027237393,0.04990792274475098,0.045848965644836426,0.2058487832546234,0.2384050190448761,0.13383649289608002,0.23567833006381989
hmda_md_race,hmda,MD,9,Score guards + global interaction,score_guard_global_interaction,0.8481122956470626,0.8600425555742203,0.012552625543915674,0.0016166974309038684,0.051609158515930176,0.0429036021232605,0.009388207457959652,0.024585848674178123,0.0954628512263298,0.012101732194423676
hmda_md_race,hmda,MD,9,Final interaction steering,repair_main05,0.8472646233291774,0.8588106836888963,0.012195759658452543,0.003449671842581048,0.05169332027435303,0.041651785373687744,0.006489453371614218,0.021190185099840164,0.08913237787783146,0.00737416697666049
hmda_md_race,hmda,MD,9,Wrong-spec,wrong_spec,0.8493116955149509,0.8501315863150233,0.20733226870672528,0.12767170436967368,0.22272539138793945,0.1976102590560913,0.6991868615150452,0.5952244400978088,1.1507309079170227,0.7094463109970093
